token_address,label,cohort,score,rug_probability,known_rug,known_honeypot,known_legit,mature_project,developer_cluster_label,early_buyer_cluster_label,insider_selling_label,liquidity_management_label,notes
LinkhB3afbBKb2EQQu7s7umdZceV3wcvAUJhQAfQ23L,,,7,0.07,,,,,,,,,Auto-generated from token_scans
