mint,name,symbol,price_usd,price_native,fdv,market_cap,liquidity_usd,liquidity_base,liquidity_quote,volume_5m,volume_1h,volume_6h,volume_24h,txns_5m_buys,txns_5m_sells,txns_1h_buys,txns_1h_sells,txns_6h_buys,txns_6h_sells,txns_24h_buys,txns_24h_sells,price_change_5m,price_change_1h,price_change_6h,price_change_24h,dex_id,pair_address,pair_created_at,pair_age_hours,has_website,has_twitter,has_telegram,has_discord,social_count,mint_authority_exists,freeze_authority_exists,supply,decimals,buy_sell_ratio_1h,buy_sell_ratio_24h,liquidity_to_mcap_ratio,volume_to_liquidity_ratio,txns_total_24h,parsed_at,is_rug,rug_signal
EqTesVV32jVjhB4cRCyhR3xHC1xpyzSszKGxYzRGpump,First ever pump.fun token ,FIRSTPUMP,0.000002696,0.00000003204,2696.3,2696.3,0.0,0,0,0,0,0,16.62,0,0,0,0,0,0,1,1,0,0,0,-0.85,pumpfun,HBXnntevm9WxzXLn53cDZECPBQCPjz4VzWnZ5ry9WLjz,0,0,0,0,0,0,0,0,0,999949884128309,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
5vs26yL3tWFALJKCtapn32UbCQuo53bZcZ2tx1Xgpump,Pump.Fun Token Promotion,PROMOTION,0.000002634,0.00000003178,2634.63,2634.63,0.0,0,0,0,0,0,24.31,0,0,0,0,0,0,0,1,0,0,0,0,pumpfun,3KgHjNa8FF6wAUDcDt73b8d6thb8QCkcNFy4vjRq7bWK,1774554928000,111.5,0,0,0,0,0,0,0,999925000000000,6,0.0,0.0,0.0,0,1,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
4Hm4p27WCwJLpTg16iwUwAiJJrJCozqS4Vnqt5R89d9S,Test Token,TEST,0.000002258,0.00000002797,2258.34,2258.34,0.0,0,0,0,0.79,0.79,0.79,0,0,1,0,1,0,1,0,0,0,0,0,pumpfun,rt7p6YSvwCLptBAg6YoMvPpa6uQiDzk8GQUVekpjNpu,1774952332000,1.1,0,0,0,0,0,0,0,1000000000000000,6,1.0,1.0,0.0,0,1,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity
A2bueWY366axWu2NxgcyScoFXCaxWepRuxbCK9uVbonk,ImmigrationOS,IOS,0.000002055,0.000002055,2055.82,2055.82,0.0,0,0,0,0,0,12351.23,0,0,0,0,0,0,93,90,0,0,0,-28.35,launchlab,D5ZZAAnXAzDgs5LkNvwSZ7LdWJqgFEhX4pHcxesPUh3t,1774895791000,16.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.033,0.0,0,183,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity
Hq2JwsmhBBrZg7pzNf2n8rzjjNjfZFAegzZJJCBmbonk,ImmigrationOS,IOS,0.000002320,0.00000002795,2320.33,2320.33,0.0,0,0,0,0,0,1340.08,0,0,0,0,0,0,8,8,0,0,0,-17.13,launchlab,Ccrty3Z9BFTTjGxPgcM8fVRbMQ6tDWtXtZ4gi8AxkXoz,1774895814000,16.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,16,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity
BwSJZSCPJm13jwgDLzSrT15qZc5iNyak4mxjJUmMbonk,ImmigrationOS,IOS,0.000004000,0.000004000,4000,4000.0,0.0,0,0,0,0,0,567.25,0,0,0,0,0,0,2,2,0,0,0,-9.74,launchlab,7BJ4aK5878eRaGkbHX4kyypEE7jHURV1XjLRgA8KfBZD,1774895803000,16.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,4,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity
BkaPaAfdFMUzgS6Wuf1yLnMsCD8rSnswB69ig59Zpump,ImmigrationOS,IOS,0.000002320,0.00000002795,2320.04,2320.04,0.0,0,0,0,0,0,1987.14,0,0,0,0,0,0,9,11,0,0,0,-17.18,pumpfun,DQdDi36Kdp8G5jLvkZr5sGTQxRdRKNHPxZ92CR9XA8PJ,1774895799000,16.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.818,0.0,0,20,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
DSrsZFYgErS6F4WBabqWrFy6xqVnkuGAPvWb5KBBpump,Government SuperAI,ImmigrationOS,0.000002330,0.00000002806,2330.34,2330.34,0.0,0,0,0,0,0,162.33,0,0,0,0,0,0,2,2,0,0,0,-3.13,pumpfun,E3hvV2MZg7LbG77nLp8GgdRGwFrjs1K15jsesM2grafj,1772460787000,693.2,0,0,0,0,0,0,0,999913665755031,6,0.0,1.0,0.0,0,4,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
4RkxQ3YxY5NPp5CN6sq4jDGr9aPpBE67mkx9fbFLpump,ImmigrationOS,IOS,0.000002318,0.00000002795,2318.36,2318.36,0.0,0,0,0,0,0,246.28,0,0,0,0,0,0,4,4,0,0,0,-9.27,pumpfun,4vgzy3tscxby8rNMRb3uqSErCXGEQrLY44rZVYbsYW7E,1774895798000,16.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,8,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
CiRNcmCZKpjk5VyTzuHkqWGoszjQBYPFX1KPgSq2pump,Mayhem Migration Tool,MMT,0.0000009406,0.00000001128,940.67,940.67,0.0,0,0,0,0,0,229.54,0,0,0,0,0,0,2,6,0,0,0,-62.66,pumpfun,7MwXoUzrUr3Uks4GhHQs7gEyhQfgp42sWegyVH8dmprd,1774892961000,17.6,0,0,0,0,0,0,0,2000000000000000,6,0.0,0.333,0.0,0,8,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
3wKob9r7xeLEm895n8NxUsDABDRJKt5PEgZhG7d7pump,Camel of Migration,Qaswa,0.000002334,0.00000002795,2334.02,2334.02,0.0,0,0,0,0,0,0.16,0,0,0,0,0,0,1,1,0,0,0,-0.01,pumpfun,4zRR5w5VJM5Vn7RnRYVoo8DTEuGhnLKJw3KYYZQAPx5z,1771421709000,981.8,0,0,0,0,0,0,0,999999970000000,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
9QMJMYayGxjVJNVWKLk6woRJ9Rweh63vjTVsqoBtpump,toothpaste token,toothpaste,0,0.4290,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,7,13,0,0,-6.23,-17.1,meteora,6FENLdrVpSAukxbU4oHdbXMmPefB33yz6W2UCkVGLn5k,1769638322000,1477.2,1,1,1,0,3,0,0,999649038078995,6,0.0,0.538,0,0,20,2026-03-31T11:22:30.214749+00:00,1,zero_liquidity|pump_fun_dead
BoNxNWnFHBf8Th4Po6aip3vEXcv1FETrTBqZTgZedoge,Gidget ,GIDGET,0.00001756,0.0000002177,17143.75,17143.75,0.0,0,0,0,181.34,181.34,4201.18,0,0,1,1,1,1,43,34,0,2.53,2.53,-10.59,meteoradbc,78BkqUNeibgEV9FwQAtSYRxcNJT7Luk7qkuKc5zSu2a4,1771382976000,992.5,0,1,1,0,2,0,0,975918751705589640,9,1.0,1.265,0.0,0,77,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity
JCU3uNDbsHyANEWc1EvJjyKWkBUMjawoGUqKgjV1pump,Fwog.fun,Fwog,0.000002325,0.00000002822,2325.78,2325.78,0.0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,1,0,0,0,0,pumpfun,BSiYzfhTrekJNGqAphBsH8wEUGzpFFXf4iQidQLJ9nym,1762261816000,3526.2,0,0,0,0,0,0,0,999985065543446,6,0.0,0.0,0.0,0,1,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
CneWnK16jnQKroXGaYyMxQzHdXy1C8pg5hs4V3YJpump,Gratify,Gratify,0.000002336,0.00000002798,2336.64,2336.64,0.0,0,0,0,0,0,0.03,0,0,0,0,0,0,38,38,0,0,0,-0.83,pumpfun,5XCMhzqSV22HN2KVg2SKFcf2CfqFUNfA4d4yuxmFN8kL,1764024105000,3036.7,0,0,0,0,0,0,0,999593287644731,6,0.0,1.0,0.0,0,76,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
2utb6dsNg6kQ69MTPhFJsmr4zLX3GXnwLVNTYaud7cMN,NEW PUMPFUN UPDATE READ,Alon,0.000002330,0.00000002795,2330.94,2330.94,0.0,0,0,0,0,0.16,0.16,0,0,0,0,1,1,1,1,0,0,-0.01,-0.01,pumpfun,BngmKkcqWLoE1bVFFpz7chFSShabDRgzxLZFDRH4BL2a,1772081968000,798.4,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity
9fUNvCFyFHj8Q2YFUY9AUxKrs8Mhk4Mr5SanqGGFpump,THE $GOAT OF NEW TRUTHB TERMINAL,Yoni,0,0.0000,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,pumpfun,DWyW92e2TPNgJmA3ibUmbgLUhTNmQbvEbKCXwKQidh3k,1774904885000,14.2,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.0,0,0,0,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|no_transactions|pump_fun_dead
4NgjJocinuxgywXm9Pd7SRJPGQpZG2Vb4C5UMXzipump,THE $GOAT OF NEW TRUTHB TERMINAL,Yoni,0,0.0000,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,pumpfun,3unp7pafUnderxuPfbg2RNYKhdQZKZQNGEjtf8W6PEsu,1774904887000,14.2,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.0,0,0,0,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|no_transactions|pump_fun_dead
9u2zKjA8ccZcESLAo5VJnG1fQJru9xkQ7grTnVgnpump,ENDPUMPFUN,PUMPDEATH,0.00001581,0.0000001920,15818.96,15818.96,0.0,0,0,0,0,0,5.14,0,0,0,0,0,0,5,2,0,0,0,-1.06,pumpfun,7Dgt3F4LvC3ADJASwSA64fuRa8LXbop5GEpiVGR2bQRP,1757178648000,4938.2,1,1,1,0,3,0,0,987471766284839,6,0.0,2.5,0.0,0,7,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
7U38rDswL4gTpT6ESTNwr5YDBKJ7U2iFZkvaXEbfpump,i shit myself using pumpfun,shitmyself,0.000002282,0.00000002825,2282.25,2282.25,0.0,0,0,32.43,4190.72,4190.72,4190.72,0,2,102,88,102,88,102,88,-2.24,-11.26,-11.26,-11.26,pumpfun,6nVmxXathu6hdmS5QL39ysyXX82aqPvnoQexCVCjFUtw,1774954895000,0.3,0,0,0,0,0,0,0,999997385942631,6,1.159,1.159,0.0,0,190,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
DV2Z6UyLYDTjKW17ifBL9gYZ68W25nG6NntXLxtNpump,Claude Core Leak,Claude,0.000002258,0.00000002795,2258.53,2258.53,0.0,0,0,3.96,1637.59,1637.59,1637.59,0,1,17,25,17,25,17,25,0.08,-17.03,-17.03,-17.03,pumpfun,C5gQgSc9J45bSTFPAHCkqSFt7YFgy62QyfuNLb6UisDV,1774955098000,0.3,0,0,0,0,0,0,0,1000000000000000,6,0.68,0.68,0.0,0,42,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
HyvMevwuqj8pkyLfjejyNauETRz5e7LossZhqjbrpump,Fundrise Innovation Fund,VCX,0.000005996,0.00000007339,5996.85,5996.85,0.0,0,0,0,0,6.15,1249.32,0,0,0,0,0,1,3,13,0,0,-2.32,-30.17,pumpfun,5Lx6uuL7eYi6t1hSnuV3frWK6UASAY6mzNFBznXmXZM9,1774061567000,248.5,0,0,0,0,0,0,0,999999999761271,6,0.0,0.231,0.0,0,16,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
2M17EZcPE7VqDyzSnkCkUfUNYzk37xax7WvAdYsBpump,UFO Files,UFOfiles,0.000004816,0.00000005853,4816.84,4816.84,0.0,0,0,0,0,9.96,133.22,0,0,0,0,0,1,3,9,0,0,-1.32,-6.28,pumpfun,2bd1RiTmi1oim3aDHGgpuzirMh5QckgVuPwCCDN3gfNZ,1737627309000,10369.1,0,1,0,0,1,0,0,999514757447778,6,0.0,0.333,0.0,0,12,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
6gxZkB41jsSQ3H2897FTJjW1YM3qqetmgFvDngrSpump,BlackRock Digital Liquidity Fund,BUIDL,0.00001137,0.0000001379,11372.41,11372.41,0.0,0,0,0,0,0,40.7,0,0,0,0,0,0,1,1,0,0,0,-0.75,pumpfun,6MCsMUPWe4BsUSZtjbQwP6FdWjhjN6hc7MLGD7AhQDqm,1771188533000,1046.6,0,0,0,0,0,0,0,999991682421229,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity|pump_fun_dead
Dddr3QEAchC5EeiRJmo7qD6NuNtkNajmZJYTcyjLfREV,SOL PAIR,SOLp,0,6.7283,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,3,0,3,1,0,0,52.07,52.07,raydium,Ec7kyAHqXZs4bQSA3RqopZGve6x3hLtDpyYfaEm4hgRj,1772580651000,659.9,0,1,1,0,2,0,0,499987418959160285,9,0.0,3.0,0,0,4,2026-03-31T11:22:30.215249+00:00,1,zero_liquidity
AeKH7xPaW7eqMw5HmqM7PfuJiT8RFdQbqhhhRmuRpump,Pump.fun Token,PUMP,0.0000000004525,0.000000000005364,1,1.0,1.4,1665479909,0.007713,0,0,0,0.9,0,0,0,0,0,0,1,3,0,0,0,-50.3,pumpswap,4nVEnEwFASx6zfcTnBiUEtz3UccdRi1B9hCBMhJ7NCZ9,1774859829000,26.8,0,0,0,0,0,0,0,1878234025315995,6,0.0,0.333,1.4,0.643,4,2026-03-31T11:22:30.215249+00:00,1,near_zero_liquidity|pump_fun_dead
85FrgSfqPK4hdYMTFeFkBs7PpQL5GBQ2bR8XfzdqTQHe,100x memecoin,100x,0.00002465,0.0000002931,24657,24657.0,20.51,831960,3.3e-08,0,0,0,26233.76,0,0,0,0,0,0,423,64,0,0,0,271,meteora,65ULDuHhT8dc9ysg6oxDvSxzvLj1bT8hc96NtBwhmddh,1774870030000,23.9,0,0,0,0,0,0,0,271425085302440,6,0.0,6.609,0.000832,1279.072,487,2026-03-31T11:22:30.214249+00:00,0,near_zero_liquidity
7dpaUoCbMQ2dVXT2W8nEPYEYXyLKErmMzgqcGHq4pump,United States Dominant Trump,USDT,0.001523,0.00001853,1523617,1523617.0,40.17,17767,0.1594,0,0,0,60748.53,0,0,0,0,0,0,1531,1246,0,0,0,118,meteora,AoDMH78TE6Poi2YJ6Zo3xKXdToi7ei6sdaJCvSLEbUtP,1774883952000,20.1,1,1,1,0,3,0,0,999999997793619,6,0.0,1.229,2.6e-05,1512.286,2777,2026-03-31T11:22:30.211750+00:00,1,near_zero_liquidity|pump_fun_dead
764HnSznCX1xwXb31fTAD231CpgdC7fKBzVt3sWaud9C,100x memecoin,100x,0.002766,0.00003275,138306,138306.0,51.38,18575,4e-09,0,0,0,9976.93,0,0,0,0,0,0,372,5,0,0,0,1623,meteora,BfkYqy8UcbeSbKTFhcqBY7HVyUdQAjc5JsUTMcpSVz42,1774875622000,22.4,0,0,0,0,0,0,0,49999693205755,6,0.0,74.4,0.000371,194.179,377,2026-03-31T11:22:30.214249+00:00,0,
8VjkB43Bo32zKMRaWnSVwjtfK5CVHtZZui1C3zp6sE5X,100x memecoin,100x,0.00005474,0.0000006509,54746,54746.0,62.3,1138064,1.58e-07,0,0,0,60290.69,0,0,0,0,0,0,1101,322,0,0,0,756,meteora,FBVieyUm6tuJRFSGLdnNHjGCxvBMrzesw4htAs4KgB8j,1774869880000,24.0,0,0,0,0,0,0,0,250060986050453,6,0.0,3.419,0.001138,967.748,1423,2026-03-31T11:22:30.214249+00:00,0,
FcotRbg9PXetaSWnV9n27aZs9AYeMkMtiu2m8scZpump,fake stablecoin,FUSD,0.000008093,0.1405,8094,8094.0,93.95,8357873,456896,0,0,0.33,0.66,0,0,0,0,0,1,0,2,0,0,1.23,1.23,raydium,DpbsX2HWUJBL7HhFBmnmAs9tG3iFMRudWEdb2TMi7jsC,1757304378000,4903.3,1,1,0,0,2,0,0,997772096951188,6,0.0,0.0,0.011607,0.007,2,2026-03-31T11:22:30.214249+00:00,0,
FkmXk4wypvqyapPynVeVAphGUaddsjSvMNSJDcMkj2Qs,100x memecoin,100x,0.00007123,0.0000008454,71233,71233.0,149.2,2094649,6.16e-07,0,0,0,104982.79,0,0,0,0,0,0,2794,1228,0,0,0,972,meteora,8rRhmXNzZNKFTGpKBxQT9EgcFmKJzkKk6Ld2u7du5Wn6,1774871484000,23.5,0,0,0,0,0,0,0,167732583270149,6,0.0,2.275,0.002095,703.638,4022,2026-03-31T11:22:30.214249+00:00,0,
BRrc4qh3t1wpE97FETgea1DEefu8A95Cu3g9vcN5pump,淫夢 1145141919810 ,YAJUCoin,0.0001970,0.000002449,191357,191357.0,201.31,509324,1.2552,0.59,7.76,165.37,194.18,1,0,2,4,94,84,124,90,1.83,-8.77,-3.31,51.45,meteora,4gxtp6mzs1ubuqS6N6vtRPQQYRH7w7WpKvzboc7pxtVw,1767737530000,2005.2,1,1,1,0,3,0,0,971144554313885,6,0.5,1.378,0.001052,0.965,214,2026-03-31T11:22:30.211750+00:00,0,
mntxX7MkRjrHLJXiaRKnGJHcpB1kBfKjNF5hRE7ZKQn,Elon Musk,ELONMUSK,0.0000009792,0.00000001216,9792,9792.0,298.88,153131369,1.8499,0,0,1.97,4.23,0,0,0,0,6,0,10,3,0,0,-1.72,-0.76,raydium,B3j85qoHWz6yc89xSrbA9YAtivGM7pWNwJSfbGSpNxvC,1737463041000,10414.8,0,0,0,0,0,1,0,10000000077000000000,9,0.0,3.333,0.030523,0.014,13,2026-03-31T11:22:30.214249+00:00,0,mint_authority_active
DW8P5TcXXsUFpwUiKfNNXNdbn4DzBbpqUy6P85wipump,SUKI,SUKI,0.001999,0.001999,1999057,1999057.0,345.73,163512,18.8687,0,120.17,4114.99,4114.99,0,0,19,14,969,269,969,269,0,-3.93,-4.22,-4.22,orca,3Xe4c27oEVARgxho6NNdtYhjRyEtNrh1tAKS1svESdZm,1774946266000,2.7,1,1,0,0,2,0,0,999999825914881,6,1.357,3.602,0.000173,11.902,1238,2026-03-31T11:22:30.212749+00:00,0,
2jQGwrswSku38b2xorVNqGdnbgojb7xiRQ2vXLmxKWDU,100x memecoin,100x,0.00002418,0.0000002866,24189,24189.0,355.01,14677037,3.247e-06,0,0,0,615142.3,0,0,0,0,0,0,8605,6469,0,0,0,231,meteora,Cmtb5DhFMo14WMNNwrC6yRbWbjUw8Dg35kMdL6pHhQip,1774870347000,23.8,0,0,0,0,0,0,0,618874376623573,6,0.0,1.33,0.014677,1732.746,15074,2026-03-31T11:22:30.214249+00:00,0,
75ThKc2e313wkbi8hbfwWqYzY16AdMqqVwsv28sfEZQC,100x memecoin,100x,0.00003090,0.0000003666,0,0.0,392.63,12703808,3.281e-06,0,0,0,894024.07,0,0,0,0,0,0,12547,6596,0,0,0,383,meteora,EbPrTwjbdFtSC2X5V8Fg1ruQVYP7JjJPp3uQRRQD4AcJ,1774871017000,23.6,0,0,0,0,0,0,0,12705089140355,6,0.0,1.902,0,2277.014,19143,2026-03-31T11:22:30.214249+00:00,0,
2A2u9SeGoNwQvomsNy8J2SpuT95d1PVNvpiGn2qAo7fq,100x memecoin,100x,0.00004013,0.0000004759,40133,40133.0,438.21,10919015,3.401e-06,0,0,0,774075.62,0,0,0,0,0,0,8495,6809,0,0,0,448,meteora,D3d9rkWsb1eL9fLQVRRN93kmv5SzX2ZGBC9SPQa2Fx8f,1774870302000,23.8,0,0,0,0,0,0,0,11371134391356,6,0.0,1.248,0.010919,1766.449,15304,2026-03-31T11:22:30.214249+00:00,0,
