mint,name,symbol,price_usd,price_native,fdv,market_cap,liquidity_usd,liquidity_base,liquidity_quote,volume_5m,volume_1h,volume_6h,volume_24h,txns_5m_buys,txns_5m_sells,txns_1h_buys,txns_1h_sells,txns_6h_buys,txns_6h_sells,txns_24h_buys,txns_24h_sells,price_change_5m,price_change_1h,price_change_6h,price_change_24h,dex_id,pair_address,pair_created_at,pair_age_hours,has_website,has_twitter,has_telegram,has_discord,social_count,mint_authority_exists,freeze_authority_exists,supply,decimals,buy_sell_ratio_1h,buy_sell_ratio_24h,liquidity_to_mcap_ratio,volume_to_liquidity_ratio,txns_total_24h,parsed_at,is_rug,rug_signal
EHRSzdFBvgW87rccDjuM3TT5yDk6Zqo5GHqsptm6bonk,Pump It Up,PUMP,0.000004001,0.000004001,4001.81,4001.81,0.0,0,0,0,0,0,11302.7,0,0,0,0,0,0,107,94,0,0,0,-4.1,launchlab,AgfQJ4NXyVBDVKWCe2UFc8xTFq1Sevs3fod9k64tQu5B,1774885584000,19.6,0,0,0,0,0,0,0,999999510303068,6,0.0,1.138,0.0,0,201,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity
8TpddwgcEJtnRhL1HFDHdTV5K7PRPCLRMm15N7JnMVxX,1Pump,1Pump,0.000002362,0.00000002848,2362.18,2362.18,0.0,0,0,0,0,0,4437.43,0,0,0,0,0,0,60,68,0,0,0,-0.16,pumpfun,3HYDDYY4LNhi8u2jATYWhbVXpg9UjMc48qPVyj3okHJz,1774909523000,13.0,0,0,0,0,0,0,0,999999999998000,6,0.0,0.882,0.0,0,128,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity
354nm1X3AQWJx9DCCeRzKcenwgm1VJhf9ginUjP1pump,KAIROS,KAIROS,0.00001230,0.0000001523,12307.74,12307.74,0.0,0,0,19375.21,19375.21,19375.21,19375.21,334,160,334,160,334,160,334,160,366,366,366,366,pumpfun,BntKT7Fv99uaofHA7nqBgAszn3TDCLtjyCNVWPM2xtnZ,1774955660000,0.1,0,0,0,0,0,0,0,1000000000000000,6,2.087,2.087,0.0,0,494,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
YJwHrRwTZpLRDEqdEYBvk4YneC45zEjCexqsMF1pump,Qubit the dog,Qubit,0.000006690,0.00000008288,6690.32,6690.32,0.0,0,0,2546.67,63476.65,63476.65,63476.65,40,17,754,549,754,549,754,549,60.47,146,146,146,pumpfun,6eabGpb991DZpvHxvg28RAaT3VridDyLLrjtoohVEAiK,1774953786000,0.7,0,0,0,0,0,0,0,999999999999998,6,1.373,1.373,0.0,0,1303,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
5DprnRpKS1qrrbkNuQh6XirvQKJkkYKo1vuosk91pump,BANEMEME,BNM,0.000004013,0.00000004976,4013.86,4013.86,0.0,0,0,9.47,10.97,84.59,145.03,1,0,1,2,5,3,11,8,0.86,-0.95,0.68,2.92,pumpfun,9cbGmkEiMixns9LwhB6pEtgmcfuLbTJotPLHp9i7moxi,1774189712000,212.9,0,0,0,0,0,0,0,1000000000000000,6,0.5,1.375,0.0,0,19,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
9RtVfHLkp1vtykVC6LEKpxEheZVhKqH2spvbcG1pump,Tidecoin,TDC,0.000009106,0.0000001132,9106.05,9106.05,0.0,0,0,46.96,4388.6,40603.25,56532.23,0,1,47,26,536,402,805,534,-1.81,20.42,-40,265,pumpfun,Aau2cBLXCMxiTGh9XuX3tGftVVHZZmtSDzzh4tpSRmUh,1733894614000,11406.0,0,0,0,0,0,0,0,999999999997216,6,1.808,1.507,0.0,0,1339,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
7jdHsyTewM85bhY12oA23abanLXk4zye9Zyfa7q1pump,イーロン・マスク,ELON MUSK,0.000005131,0.00000006354,5131.63,5131.63,0.0,0,0,0,32.71,334.35,19924.81,0,0,0,1,3,6,242,160,0,-3.47,-15.2,41.3,pumpfun,4gy5HHYDrS9JJEDUgXY6A8qTrq6f3edbX6FELJRQzQyR,0,0,0,0,0,0,0,0,0,999999999999999,6,0.0,1.512,0.0,0,402,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
FMdjmkEQ3bKc9mznWC17fNgSG72ffY2DMYiVhco1pump,Xmoney,Xmoney,0.00001236,0.0000001530,12364.02,12364.02,0.0,0,0,0,0,85.69,347.21,0,0,0,0,2,0,4,1,0,0,-0.71,-1.67,pumpfun,6SU8sd51dpEfhs3pjjfkoQLgs2gaaF2iBK8cEudNBrSh,0,0,0,0,0,0,0,0,0,999754518438114,6,0.0,4.0,0.0,0,5,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
H8cg442UqnkAD5D4TpoBDYPmzChWnxw7hjwakGf1pump,RLUSD,XRP,0.000007599,0.00000009238,7599.29,7599.29,0.0,0,0,0,0,0,91.13,0,0,0,0,0,0,9,3,0,0,0,-3.21,pumpfun,4PLFSouJS2jUobEb56wxqEvJhaRX3Yazob4CuV7VHfWb,1772805348000,597.4,0,0,0,0,0,0,0,980432323858477,6,0.0,3.0,0.0,0,12,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
DM8uS9A4vjzsZa5VTVbn5UB6PkD6GY1rqRk3p81pump,Anime Ethereum,AETH,0.000003120,0.00000003874,3120.27,3120.27,0.0,0,0,0,98.01,336.38,12062.19,0,0,0,1,3,4,106,104,0,-9.2,-9.47,-53.14,pumpfun,BGbPn3BuNs4rkmEsTYLiJq4nKMHZfkVxhW4oG1cwQCcx,0,0,0,0,0,0,0,0,0,999999987182772,6,0.0,1.019,0.0,0,210,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
24uk9qiqWnKxp4W9ip2LyVBsDJJAe9TmaxWG7CH1pump,Ninja Memes,NINJA,0.000002271,0.00000002817,2271.2,2271.2,0.0,0,0,1.23,39873.47,39873.47,39873.47,0,1,500,585,500,585,500,585,0.02,-11.53,-11.53,-11.53,pumpfun,212UeSqek5yXsMqGNQ1CUWu7PP397a3ukzw7QxrN3zsT,1774953469000,0.7,1,1,0,0,2,0,0,999943588256708,6,0.855,0.855,0.0,0,1085,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
7nZ5mjmNYrHcLz7LgRdPi14Sm23ERDyTpur4E3z1pump,XTEND,XTEND,0.000007449,0.00000008959,7449.32,7449.32,0.0,0,0,0,0,199.29,216.58,0,0,0,0,0,2,0,3,0,0,-9.68,-9.68,pumpfun,EiRiN9ywYvWURgeLaPDHNnTtEkYHoqfkpcseK6euLM5u,1773068907000,524.2,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.0,0.0,0,3,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
AZEqLUaeDb3u6FnGVcLakprwgmk6bD3GPGzNXBZ1pump,Root5 DAO,ROOT5,0.000004787,0.00000005706,4787.43,4787.43,0.0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,2,0,0,0,-0.93,pumpfun,BAsuCpi8M39Rs5cHbuoSTa78bPtcrJZy2ad6NJ2VWW6z,1762727254000,3396.9,1,1,1,0,3,0,0,995066387121924,6,0.0,0.0,0.0,0,2,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
79fmkspuv6ryKyjGJ947FiwL5Ao4UxsSocx7iMT1pump,ITS OVER WERE BACK,CYCLE,0.000004629,0.00000005622,4629.2,4629.2,0.0,0,0,0,0,0,22.18,0,0,0,0,0,0,2,1,0,0,0,-1.25,pumpfun,HjJXP9qbqe4ND5fekLAnxZ9Db3Zz8taN4iqt3gQywHED,1770154159000,1333.9,0,0,0,0,0,0,0,1000000000000000,6,0.0,2.0,0.0,0,3,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
5xQibgLSix2ptJ4mvvcPPYmnBxEhbtR4DB2YxVs1pump,pinchin,pinchin,0.000004300,0.00000005326,4300.7,4300.7,0.0,0,0,0,0,65.1,70.22,0,0,1,1,1,2,2,3,0,-3,-7.26,-5.66,pumpfun,CCmaxhomsTvTFMxafm8wrqbmChbsnpr5c49xRL5TvgXs,1771987505000,824.6,1,1,1,0,3,0,0,975953150062756,6,1.0,0.667,0.0,0,5,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
6E6peSeNoZJudDnTdZY1HiCnFmmkdqCEj31KfQB1pump,Memerot Monday,ROT,0.000004098,0.00000004968,4098.11,4098.11,0.0,0,0,0,0,0,907.92,0,0,0,0,0,0,14,9,0,0,0,66.41,pumpfun,46mJzXSKQ2L8uPiVW3HtjfVkBJsY9jWP8HB792EXtdRM,1774897663000,16.2,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.556,0.0,0,23,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
EiQjVNJRrqmL3qfptRfetoowziQ4mJSr8cR16Bq1pump,GOOGLE NEW AI,KAIROS,0.000002425,0.00000003006,2425.34,2425.34,0.0,0,0,413.45,413.45,413.45,413.45,5,3,5,3,5,3,5,3,4.11,4.11,4.11,4.11,pumpfun,DCpzsqkEXX4fW5N7D2x1B8kVctr4pMT2RuU5VYSmCqf1,0,0,0,0,0,0,0,0,0,999999999454546,6,1.667,1.667,0.0,0,8,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
3RifWAmuySBCdL3ZehtpBvcUXTF9ZzLeuyNvpsf1pump,Central Bank Digital Currency,CBDC,0.000003053,0.00000003655,3053.12,3053.12,0.0,0,0,0,0,0,3405.71,0,0,0,0,0,0,7,3,0,0,0,25.71,pumpfun,BeM5cVEYQ1dGZAse8okSXh16QZi6jno7UWr5yC9DXDc2,1774560698000,109.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,2.333,0.0,0,10,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
7ZaC375c9Nc57k2Tir9yiHumtinB9MetWDFHPfE2pump,CodeX,CODEX,0.000006395,0.00000007934,6395.74,6395.74,0.0,0,0,14.06,93.82,381.53,5686.48,0,1,1,1,13,3,69,75,-0.86,3.64,14.92,-29.91,pumpfun,ANf3DaknuyUt8AUePaAsTboNRpVWV8Hqaf2eNkj2b7iY,1774771974000,51.2,1,1,1,0,3,0,0,998309968329289,6,1.0,0.92,0.0,0,144,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
CBbmM1nS6c7mzxunUFYa2khRa9L9GugkPm4HdLS2pump,JUSTICE FOR JADEN IVEY,JADEN,0.000005968,0.00000007427,5968.18,5968.18,0.0,0,0,0,60.2,5362.27,125989.0,0,0,2,1,60,60,1476,1071,0,2.74,-6.72,113,pumpfun,6UFRawDc8joCEZaPo8GhZ2BEDLhzknykkQwtrf2Eg4pS,1774908940000,13.1,1,1,0,0,2,0,0,999911813901538,6,2.0,1.378,0.0,0,2547,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
Bdbk3sbczR3kB6QRwC9icgrQrXiULgWsUdhAyEJ2pump,scubacat,scubacat,0.000002874,0.00000003565,2874.96,2874.96,0.0,0,0,0,342.62,593.8,52590.21,0,0,5,4,5,12,583,488,0,1.62,-16.47,-52.99,pumpfun,3XXtAejyTMii3vMkYdBY3enMadY4iu4kENCKf93KVkwe,1774849565000,29.6,0,0,0,0,0,0,0,999999423603963,6,1.25,1.195,0.0,0,1071,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
FKHq2nFxeZUG8PBhWQsz1DKa6ZbeDvh1uJWz4on2pump,psmlabs,psm,0.000003480,0.00000004249,3480.92,3480.92,0.0,0,0,0,0,27111.99,27111.99,0,0,0,0,381,332,381,332,0,0,37.95,37.95,pumpfun,Bki4cdP2emSwQKikniqixFJawJLFRZf7CsEm718DwoBs,1774943190000,3.6,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.148,0.0,0,713,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
9JW6DJ81yaRFV5nNH7S331NL71VYPQ6iKQNKTj32pump,X Chan,XCHAN,0.000006704,0.00000008313,6704.16,6704.16,0.0,0,0,0,56.98,876.59,19445.22,0,0,2,3,13,30,369,252,0,0.14,-8.78,110,pumpfun,D6BWpvcHrfVT2oByERrsyHJVNT82GDYBbXyNgH28r4jJ,1774886829000,19.3,1,1,0,0,2,0,0,999765265207775,6,0.667,1.464,0.0,0,621,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
JE5rzcjJHtM5rRAecnhXM2HmmBy5xrbfbBEk9z62pump,PEPETO,PEPETO,0.00001080,0.0000001299,10807.8,10807.8,0.0,0,0,0,0,169.64,1349.33,0,0,0,0,0,1,9,6,0,0,-6.65,1.93,pumpfun,6V1ED3UrYHtjZAZpCuDn2prWd3t7cyJWCqX48jN9k2TK,1774370848000,162.6,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.5,0.0,0,15,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
EcxzfETwNtNRLpjc1ZLjURZgz2CPg85f26VY5DD2pump,WALDOcoin,WLOS,0.000009989,0.0000001241,9989.47,9989.47,0.0,0,0,0,2.2,12.25,888.75,0,0,2,2,12,12,38,186,0,-0.01,-2.98,-27.13,pumpfun,YRxnueyrPuxCHoS3tspNuR9sNpKHCofoNtytevA1bi4,1774540275000,115.5,0,0,0,0,0,0,0,999999003943185,6,1.0,0.204,0.0,0,224,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
5bNEsmnWCb8kAnEPf7Ao75yFnwFbbXYkKWARbtS2pump,SIXCODES,SIXCODES,0.000008270,0.00000009920,8270.53,8270.53,0.0,0,0,0,0,0,78.71,0,0,0,0,0,0,0,1,0,0,0,0,pumpfun,93wCjTz9zXb6m42j6L1g1kYLRTg25XbDej3RKfyK8AR8,1771847930000,863.4,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.0,0.0,0,1,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
4imwkFjZ8qTmHJp6bxPG84PC9sUbPNWuTV8h8er2pump,Bitcat,BITCAT,0.000002255,0.00000002795,2255.45,2255.45,0.0,0,0,12.72,25.42,25.42,25.42,0,2,2,2,2,2,2,2,-0.61,-0.55,-0.55,-0.55,pumpfun,EaqmRBp7RxBWxz4rSt9mTzGz19UHG6fykt9CFNRoZu12,1774955400000,0.2,0,0,0,0,0,0,0,1000000000000000,6,1.0,1.0,0.0,0,4,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
FoRc8EkGFTGmojfEDVz1hXZFsKFfqoriPwbChfv2pump,Bab el-Mandeb Strait,Elmandeb,0.000003670,0.00000004454,3670.63,3670.63,0.0,0,0,0,0,0,6074.82,0,0,0,0,0,0,88,65,0,0,0,32.81,pumpfun,3yE6FRW7A3z6TvQ5Prw61xpjKrqnNLpkbSiiaP87GUGs,1774882803000,20.4,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.354,0.0,0,153,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
HREuyu1LBcAJ9yz2ZMTCqxjxBPxFLpDs316S2Sg2pump,Grok Translate,GEM,0.000004413,0.00000005320,4413.93,4413.93,0.0,0,0,0,0,0,2491.94,0,0,0,0,0,0,35,13,0,0,0,56.65,pumpfun,3a8rPttwpYTEjPk8wLBs9hZ1ujZx2Hz39VSx6y6hFxTs,1774893714000,17.3,0,0,0,0,0,0,0,1000000000000000,6,0.0,2.692,0.0,0,48,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
9B9xuBRduVAguYnSgFH6UG2ZJ8Db1fdjYAoCGzA2pump,Dodina,DODINA,0.000005375,0.00000006453,5375.57,5375.57,0.0,0,0,0,0,120.34,120.64,0,0,0,0,1,0,1,1,0,0,5.55,5.55,pumpfun,GBq512nrDhbaNi67VDdueM1B3APjCzu4zs7HEeaSrbyt,1772513303000,678.6,0,1,0,0,1,0,0,999993045825808,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
9rbRRPZy8n9v5741LaL9DHwEkx1yromvG1V2X9a2pump,comicification,comic,0.000003799,0.00000004725,3799.38,3799.38,0.0,0,0,0,0,246.43,2730.18,0,0,0,0,3,6,47,33,0,0,-6.03,8.42,pumpfun,5oiaTwX8fHSBS4nfN8DiCxD66VuHim4WYB1rzu4BPB1n,1743191594000,8823.5,0,1,0,0,1,0,0,998205259057570,6,0.0,1.424,0.0,0,80,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
HW3VDzM6U4unriM6nh7drw8YbaabNg2Gq1REycG2pump,ミームに戻る,ミーム,0.000003529,0.00000004237,3529.92,3529.92,0.0,0,0,0,0,0,10803.43,0,0,0,0,0,0,48,50,0,0,0,-23.85,launchlab,HuWqBuRqWTACQSx8LbkxzuGemMxi899K15HVtX9tvCLo,1774881628000,20.7,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.96,0.0,0,98,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
CinEPHZ6aap6nxoS87YkF4AoBm3iu2cBgXnHSUv3pump,Olafif Olaf Robots,OLAFIF,0.000002911,0.00000003605,2911.89,2911.89,0.0,0,0,40.35,1659.36,55818.74,55818.74,0,3,24,62,1027,710,1027,710,-2.46,-39.41,19.26,19.26,pumpfun,2BMm1ZJ9fwLXuuwCb6MoDPfWTUufJPMmSwEpGaHFmCHb,1774949484000,1.9,0,0,0,0,0,0,0,1000000000000000,6,0.387,1.446,0.0,0,1737,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
Ga7B2RLfHgmq2DehVyo5aTnkLTswDduXJfmxs5R3pump,Designer of Rise Mascot NASA,LUCAS,0.00001824,0.0000002266,18245.3,18245.3,0.0,0,0,15.29,2176.37,11772.75,55899.86,2,1,27,27,186,123,805,509,0.1,-10,-4.18,197,pumpfun,GGPTvYrzdXEicce5YfS7RBwrX2jevRKHNfyLmHg4YcD7,1774642836000,87.0,1,1,0,0,2,0,0,999987020839569,6,1.0,1.582,0.0,0,1314,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
749cCDyWo8aUexNMgCnDRaoxzGphCpbDAG3EUZ33pump,Chipepication,CHIPEPE,0.00001538,0.0000001910,15388.16,15388.16,0.0,0,0,6.27,103.78,726.74,25781.67,1,0,15,6,46,17,518,225,0.24,0.44,14.65,454,pumpfun,GCwEFr8SHni6t2J9UZF47feRsCUxk8oGqzviJ63kEUnb,1774891156000,18.1,1,1,1,0,3,0,0,1000000000000000,6,2.5,2.302,0.0,0,743,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
5eehX4qTZHp8YvX9fCyxuPtgzfPecTDgQsgFiAR3pump,elon-chan,elonchan,0.000005105,0.00000006340,5105.68,5105.68,0.0,0,0,0,127.55,1676.25,116208.14,0,0,0,4,19,44,1299,1007,0,-6.83,-26.9,-28.3,pumpfun,KtPapEi9pa1nckiCZTWDaYSexFKnmAnbzMFVC4uRVmT,0,0,0,0,0,0,0,0,0,999749321632546,6,0.0,1.29,0.0,0,2306,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
CY697wWLvbxQziBfMcZRjsgyFuSZCXVh5TWJnag4pump,drillcoin,drillcoin,0.000005059,0.00000006264,5059.54,5059.54,0.0,0,0,0,172.48,1987.07,85878.41,0,0,1,4,39,22,1027,776,0,3.65,52.42,-41.16,pumpfun,AoVjQRQFwuSsVQ559dDsXuxSaMAhgfS3W4eCpyzRqXcr,1774885530000,19.6,0,0,0,0,0,0,0,1000000000000000,6,0.25,1.323,0.0,0,1803,2026-03-31T11:22:30.211248+00:00,1,zero_liquidity|pump_fun_dead
AHrqHxoSqFWcTHDtBfd249Pn6ZoPLSyaT4gWBpK4pump,RIP OLAF,OLAF,0.000002876,0.00000003571,2876.43,2876.43,0.0,0,0,0,147.65,597.92,29204.3,0,0,0,3,5,5,289,284,0,-11.34,-9.09,15.56,pumpfun,Eyb4LyT5xW4quPuQUxACQ9m9XJUzEfnDFXEH2ZXtFzbm,1774905698000,14.0,0,0,0,0,0,0,0,966452760992761,6,0.0,1.018,0.0,0,573,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
5J6TKpfP5SHDaUNAdDg23c31wS3KnfZ3JTfFErt4pump,ニップルコイン,Nipple,0.000003378,0.00000004104,3378.97,3378.97,0.0,0,0,0,0,12.06,21015.98,0,0,0,0,0,3,224,210,0,0,-2.71,2.73,pumpfun,9EDn95srnFKJoe8Q9wa6kpieSjux9nttPLYebBPr1yQP,1774842450000,31.6,1,1,0,0,2,0,0,999979761430814,6,0.0,1.067,0.0,0,434,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
6sCqyLQ7kieTdeZeDpCqJzpWYsVmvmH178qpKed4pump,Justice For Tyler Robinson,TYLER,0.000003608,0.00000004467,3608.67,3608.67,0.0,0,0,0,96.9,445.73,16464.55,0,0,3,1,3,8,197,160,0,2.11,-19.35,46.96,pumpfun,LJfiN76astwjfkeTjB2vgtaqBG3ihSkwnWDyjkuLMRr,1757681724000,4798.5,0,0,0,0,0,0,0,999999999994448,6,3.0,1.231,0.0,0,357,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
Ff9S5VUMZ8BHAsAZH4ThQ7njfdUkN95zPsmvfT54pump,Let Him Cook,COOK,0.000005516,0.00000006852,5516.07,5516.07,0.0,0,0,0,0.97,27.44,182.39,0,0,1,0,1,1,2,4,0,-3.67,-4.19,-7.64,pumpfun,CRJxd99C73uxcUaZKgULgZTv3L3ZN84r5fEr6eNJWqQV,1773734229000,339.4,0,0,0,0,0,0,0,999999999999999,6,1.0,0.5,0.0,0,6,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
Bd13gCyshZTyWRDeWtCfvPAQr4chZFd7BZwnYeK4pump,the last ride,andy,0.000002268,0.00000002808,2268.41,2268.41,0.0,0,0,3.18,64.11,22043.99,22043.99,0,1,0,2,259,182,259,182,-0.2,-6.38,-11.13,-11.13,pumpfun,BxNXdrVet61xjmpRXSizYoCEiuijhKhhfJXXZFk2w8RW,1774941888000,4.0,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.423,0.0,0,441,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
6JvF7ucy2Ekw2wNSbYXQzwd4tMwfGtRVMgMDZ3b5pump,optimus 3,optimus3,0.000009100,0.0000001126,9100.54,9100.54,0.0,0,0,475.53,5463.56,27680.08,28540.61,8,5,90,65,461,236,469,241,-4,-6.08,221,264,pumpfun,DS53wpZdu6cXgSYbCzDzBSLycSVuWV7DJ3g7v7zwtXsC,1762467613000,3469.0,0,0,0,0,0,0,0,999999999999999,6,1.385,1.946,0.0,0,710,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
ERDdbTZq3pJERnmQ5t2xvfmXFKTebrwZYYWRjt75pump,FATHER OF QUANTUM,MAX PLANCK,0.000003018,0.00000003736,3018.6,3018.6,0.0,0,0,192.72,5503.42,11904.01,11904.01,6,0,69,61,151,129,151,129,15.54,11.97,23.6,23.6,pumpfun,BYcvPnh9J72qkYWuCL7eTcR6pVgN4ieLNofaWv8NUiZn,1735245958000,11030.6,0,0,0,0,0,0,0,999999999265698,6,1.131,1.171,0.0,0,280,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
Gmstfnkne6muzsRQ8aoyWk8TBrFPnyAK4XMcNcB5pump,April Fools,FOOLS,0.000004601,0.00000005695,4601.22,4601.22,0.0,0,0,0.94,623,1882.71,2243.37,0,1,23,9,62,20,77,34,0.48,-7.58,24.28,16.62,pumpfun,6qzyDxqSHM3VvjSKR7LYSYK36TvWMrRYnZYie6ZCxgLH,1774616697000,94.3,0,1,0,0,1,0,0,999998489097731,6,2.556,2.265,0.0,0,111,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
AZr2hATGA1HqUwsACLCyMKjtU1Kbo4twAHvsMo15pump,Ask Naomi,Naomi,0.000003539,0.00000004386,3539.55,3539.55,0.0,0,0,0,15.49,152.1,70059.66,0,0,0,1,3,6,1287,932,0,-4.2,-3.32,41.92,pumpfun,4jdgqkf63rYDtHn7PK24fbKPgQUMqWTSSeb2aDP4stK3,1774927178000,8.0,0,0,0,0,0,0,0,946543224304421,6,0.0,1.381,0.0,0,2219,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
B3aaYsVjMWvzryzJm8RmH8soiXALZno1xwNyJYq5pump,オリバボール,Olivaball,0.000002953,0.00000003672,2953.58,2953.58,0.0,0,0,0,43.63,2598.19,49004.07,0,0,1,3,36,47,673,495,0,-0.43,-29.61,-1.52,pumpfun,6Mp9US4ZiWL977R5c5fjti9JFKTMiXXq9Maby2jefxJR,1774930199000,7.2,0,0,0,0,0,0,0,999785346697283,6,0.333,1.36,0.0,0,1168,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
34ep64AGdVpKkpDjnfhnnu7nbugzvDQ8Pv7dPHx5pump,hodlchain,HODL,0.00001727,0.0000002139,17275.75,17275.75,0.0,0,0,0,39.97,288.46,10912.3,0,0,4,4,5,5,152,62,0,-3.03,3.86,84.84,pumpfun,HkEJJGFyyM1sncN82dbTa32ib2J75iSPfYwziyAc8mbz,1774839042000,32.5,0,0,0,0,0,0,0,999951569486586,6,1.0,2.452,0.0,0,214,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
9PXeojdvFJrgMSs8HENKUwBF8yLDiCgLz27L5wr5pump, 𝕏 dating,Xdating,0.000003005,0.00000003723,3005.88,3005.88,0.0,0,0,0,0.8,43.16,27995.17,0,0,0,1,0,4,304,261,0,-3.11,-6.42,25.81,pumpfun,5q1CjuvxFkS2SY9ZxBYB3kab1rMV4URzZkgng8BkfhNK,1743228830000,8813.1,0,0,0,0,0,0,0,999867745018741,6,0.0,1.165,0.0,0,565,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
957rCA7qH26esDu3Ac22Wd98f9igYcQrW1HM8yg5pump,Nuclear Supply Command,NSC,0.00001235,0.0000001508,12352.31,12352.31,0.0,0,0,0,0,700.08,2256.23,0,0,0,0,9,6,29,14,0,0,6.29,46.21,pumpfun,HiEjQDp5qv1gdLZWB4C6AUTPoUnu66dfnCsaLeWrtWWe,1774367681000,163.5,0,0,0,0,0,0,0,999444260266090,6,0.0,2.071,0.0,0,43,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
DyMx8bQYFCw8Ng6qxT2zkNs9ijTm5W8wFoFj29v5pump,WERLD 2026,WERLD,0.000008809,0.0000001050,8809.4,8809.4,0.0,0,0,0,0,0,152.96,0,0,0,0,0,0,1,1,0,0,0,-6.32,pumpfun,G7RTXgWW7qMpV2SMikDUVpsDJRYRanKMFWyJAyCRfMsw,1774200895000,209.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
