mint,name,symbol,price_usd,price_native,fdv,market_cap,liquidity_usd,liquidity_base,liquidity_quote,volume_5m,volume_1h,volume_6h,volume_24h,txns_5m_buys,txns_5m_sells,txns_1h_buys,txns_1h_sells,txns_6h_buys,txns_6h_sells,txns_24h_buys,txns_24h_sells,price_change_5m,price_change_1h,price_change_6h,price_change_24h,dex_id,pair_address,pair_created_at,pair_age_hours,has_website,has_twitter,has_telegram,has_discord,social_count,mint_authority_exists,freeze_authority_exists,supply,decimals,buy_sell_ratio_1h,buy_sell_ratio_24h,liquidity_to_mcap_ratio,volume_to_liquidity_ratio,txns_total_24h,parsed_at
4Bskt3gjpvZetH1xKpH67qMDbypSFc58rt7NLRADYqWL,Pepe,PEPE,0.001007,0.001007,9071790827,9071790827.0,9070790851.27,8999007917998,20.3525,0,0,12.34,16.34,0,0,0,0,2,1,3,2,0,0,0,-0.02,meteora,DRgMpoEqXJyBRKqrKXjMPSXQWYUYmdocsh29U7tTQC4j,1751822211000,6425.7,0,0,0,0,0,-1,-1,0,0,0.0,1.5,0.99989,0.0,5,2026-03-31T11:00:15.792909+00:00
Egtoetiw3pKRNSzwgXZRWgMCbUSZmb2qPVwP2w8BoAzw,Jupiter,JUP,0.8006,0.8006,8006022814,8006022814.0,8004938595.14,9998624713,11.5374,0,0,3.99,7.99,0,0,0,0,1,1,2,2,0,0,0,0,raydium,CAfkBm4ZW8SB9vbvX8GNNZRo6obF4FEz7Vd3xKiQiE5k,1737357509000,10443.7,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999865,0.0,4,2026-03-31T11:00:15.795907+00:00
8aeNKhYrqaabvki2cjXaRzFX71yDpJr4CDmVpn2Y6sAC,WhiteRock,WHITE,0.07403,0.07403,7403333702,7403333702.0,7402333629.05,99986491561,2.2344,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,C2JJWhJPa1K8eFz6iPaN8BNv9MC1EA3PiG27k1JKUxoq,1745302399000,8236.8,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999865,0.0,2,2026-03-31T11:00:15.819406+00:00
EyNbAt2aavE1SbEpmKCLxniHGKez9KqF93zwvAojFKa6,Pump.fun,PUMP,0.006877,0.006877,6877147673,6877147673.0,6876137817.16,999853154937,19.1614,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,41jj12f5ojTm9WPPTRWUixMWVg1Y95TV7j32wXJCpYQK,1759401456000,4320.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999853,0.0,2,2026-03-31T11:00:15.791907+00:00
6eieBVW6uVHsRWCXyAHbAiB2T47tcKm4CaPwRNDp3JAv,WhiteRock,WHITE,0.005534,0.005534,5534576841,5534576841.0,5533577077.04,999819360110,1.8689,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,9nG9WUKgDzrwBZoywGsXhPb32sNja8qPfABz36r9EX7h,1747976280000,7494.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999819,0.0,2,2026-03-31T11:00:15.819406+00:00
8SGoL9a1ac9fHXpyC1tByumJiuAnrKiLDJwQ8RMBoedz,Fasttoken,FTN,4.57,4.5712,4571213074,4571213074.0,4570213077.54,999781237,14.6951,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,268yerPUYCe3HdASy79E7zmfc66NynsMxM3ndCgZkPEX,1755421100000,5426.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999781,0.0,2,2026-03-31T11:00:15.818408+00:00
DJAauapioisQAumQMdgcZWAPdkYbkA562u3xXB9d8FuR,Purple Pepe,PURPE,0.009846,0.009846,4142200838,4142200838.0,4141199464.26,420588298217,2.9135,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,3frrutkhp2vxHxC771xrkUEVC15xzZehXd5RxEQ8ZuYP,1746849296000,7807.1,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999758,0.0,2,2026-03-31T11:00:15.820405+00:00
3pVdPjEemBKNTXMMEHv2rV7d9YBkPhhQoBr4As3BLh6Q,Jupiter,JUP,0.4681,0.4681,3277063835,3277063835.0,3276054046.37,6997842991,19.1287,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,EN3eMbfLmiPWGeqU3qGZ3AniNrtQ9F46Quwss6iQDDwN,1759416422000,4316.2,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999692,0.0,2,2026-03-31T11:00:15.795907+00:00
4nLgaeKKLicrAZYaQx6qScT5gYpWEUARxoh4enmECwvw,ChainOpera AI,COAI,2.76,2.7647,2764738697,2764738697.0,2763729088.29,999634823,8.3603,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.04,-0.04,orca,684Kv8qpwq5GzYBCvTtX32evPenPqyzS5BzZh63qK3pf,1759800845000,4209.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999635,0.0,2,2026-03-31T11:00:15.811906+00:00
AeBZqyhPXDnL35AAQYorhN2SeZ5PdNCB7boq2a1vCJwv,Loaded Lions,LION,0.02082,0.02082,2082683494,2082683494.0,2081683463.87,99951982584,20.7651,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,7wfSVvStLXKShxbvSCW5vXz1c89PLz3mv35CxSqR2fnE,1755170018000,5495.8,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.99952,0.0,2,2026-03-31T11:00:15.801908+00:00
FCGtqgY6n1QCunEANYzDqcH7wT7Jnp7wv8R5PzPxR243,Yield Guild Games,YGG,0.1912,0.1912,1912989215,1912989215.0,1911969081.5,9994667310,4.4222,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,XTvt5kRDsz32gWATZKGQH2i7xHcnw2X36HHgcrMGSiC,1758179840000,4659.7,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999467,0.0,2,2026-03-31T11:00:15.797407+00:00
12uXuRzFHWzBU1rTgTGHnhBdiDmPvb6vYnuE3fwHJmJT,Yield Guild Games,YGG,0.1897,0.1897,1897746000,1897746000.0,1896736348.87,9994679709,4.4235,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,GV3WTWrjbY1jaEWKJqUhgkUFrLvKeY37JjYmT6hpMoPB,1758181310000,4659.3,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999468,0.0,2,2026-03-31T11:00:15.797407+00:00
8k3vk24p8X9LMWQE8CouLtLryUoC5p7Emh2Xd7wwQnWa,Raydium,RAY,2.96,2.9669,1646672124,1646672124.0,1645662527.81,554659715,19.1286,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,6QWZAqbsyg1EwndUkFaJhvNp1jJgrSTUyVBQB6yDWAyX,1759424322000,4314.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999387,0.0,2,2026-03-31T11:00:15.795907+00:00
B5EMTD6Vuw6FZi5czVmfVaWj5bPkRiYGZqBkwvUwmdyF,WhiteRock,WHITE,0.001272,0.001272,1272676031,1272676031.0,1271676006.84,999214222221,15.8951,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,AfyniScwBKwLwEKqV8Gae5jLSekQVV8cTQL1zAW7Bnvk,1741138128000,9393.5,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999214,0.0,2,2026-03-31T11:00:15.819406+00:00
6EACtpDaVsmPz78pSHrHSwgtUrTmgJ1WZ5KCdfA137MF,Raydium✅,RAY,3.59,3.5988,1046776551,1046776551.0,1045776487.01,290589733,1.3123,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,3HGw2S9GwGhbWQ7r7LhDxNMhweCnsp1kBbvzjBUuGvTN,1755361834000,5442.5,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999045,0.0,2,2026-03-31T11:00:15.795907+00:00
4nKiBzUscGCKkEpz1Jz8upgbaRySigVF94FcDZ6RN5u5,dogwifhat,WIF,1.014,1.01443,1013256144,1013256144.0,1012256084.87,997854755,5.61,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.02,-0.02,meteora,AhnSokYSRhBQCGkvidA2WqczjUbcHq1PqapuA1PPjLQ8,1754796688000,5599.5,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.999013,0.0,2,2026-03-31T11:00:15.796406+00:00
8FtafPHhmYVtKQYrbNs4ZSS2Hwykw5dJ3t1JtGsC5yBx,Pump.fun,PUMP,0.008352,0.008352,835277913,835277913.0,834268150.76,99879110021,4.736,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,9ww15CeHWHuApsr3a2YsU3iLk3VsWwBQfp9RzbpVaiPH,1758179857000,4659.7,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998791,0.0,2,2026-03-31T11:00:15.791907+00:00
CCDZcVDqNn2uAFyciEX9XWb8qjPcTFM5Din96TT5webL,Lydian Lion,Gold,37.74,0.4690,18874102405,18874102405.0,792755293.58,21001052,40.4856,0,102.54,174.78,526.75,0,0,2,1,3,1,7,7,0,-2.1,-3.48,-4.03,meteora,81Hcv2PGUL3VZC7hErpdZUMRic2M2VBAT8TmtDU53uUq,1771788994000,879.4,1,1,1,1,4,-1,-1,0,0,2.0,1.0,0.042002,0.0,14,2026-03-31T11:00:15.798906+00:00
4cCG3ndhwYqGnoK94sLoqJv2fmKbxpxDhpppshX2MfVj,RedStone,RED,0.7918,0.7918,791800279,791800279.0,790800244.54,998737009,1.7616,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,6u6GJbV4zrUYyH2FzMigNKbXuGcYpqsA9yNgE77ufSat,1742123069000,9119.9,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998737,0.0,2,2026-03-31T11:00:15.818906+00:00
64SQ8CUWaHGPtoaJFc2JYenzoQDuTYu3n2jrP4CejZek,dogwifhat,WIF,0.7761,0.7761,775267210,775267210.0,774257603.53,997539807,19.1399,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,4dqYXb9Ej9zQjWkMSnTUqdHKzP3YGzzBaZwCh1Nms4fw,1759424736000,4313.9,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998698,0.0,2,2026-03-31T11:00:15.793906+00:00
FUAeAhFJ6hVrW39HFNit4t1GseewMtLgbgnMAWPd2c1d,Raydium,RAY,2.44,2.4440,710884140,710884140.0,709884232.43,290458495,4.4778,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,A6wa7nwxaw3hvxZ9Tm1hRAeg64BhtRNyupYSs9opLcjr,1752082919000,6353.3,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998593,0.0,2,2026-03-31T11:00:15.795907+00:00
6Jc7JsWnjLMvpwJ1yaRacH75v91LnAjhpLkJ8FdQ35i7,Pump.fun,PUMP,0.006879,0.006879,687954873,687954873.0,686954939.71,99854651060,2.07553,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,6qic3SjE8WAEb16Z3CjZ9pNopfofhZDhPgms5UrwZqxP,1752171966000,6328.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998547,0.0,2,2026-03-31T11:00:15.791907+00:00
Eg8uZs9Rv1TM7zZSkpeEX8oGoG8MM6UeJVid3S3KSWJq,Pump.fun,PUMP,0.006807,0.006807,680701786,680701786.0,679701698.38,99853079520,2.614,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,4wLGHG585Svq7VTmYPSyp7J5xoM7C9aHByD9TwiYDtq8,1752339308000,6282.1,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998531,0.0,2,2026-03-31T11:00:15.791907+00:00
CnjZEHaBkPzVHHxcVhoe4zuNhSobX4bjaeRXbLyuw7f2,Hyperbot,BOT,0.006800,0.006800,680021493,680021493.0,679021464.03,99852940961,3.9843,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,Haro913VA6ELdofmWmTpJdL6wEoonspreuB2zT36aPVG,1756884689000,5019.5,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998529,0.0,2,2026-03-31T11:00:15.794409+00:00
9ohYqmCEFBjsMJSquMAMGUtkYehk73qFBcU1u52oxpM9,DeFi Pulse Index,DPI,114.55,114.5550,640343621,640343621.0,639343443.43,5581099,12.7303,0,3.99,3.99,7.99,0,0,1,1,1,1,2,2,0,0,0,-0.02,meteora,HZ9sJa5AY4ccC1Vnqyvu5KN65PrgxFTHoReRfvmh18aJ,1755693879000,5350.3,0,0,0,0,0,-1,-1,0,0,1.0,1.0,0.998438,0.0,4,2026-03-31T11:00:15.797407+00:00
8p5UmHm2jbSYA1XEWVemGLAmFQfSwgTEuJWmqvZdyWgU,SuperVerse,SUPER,0.6187,0.6187,618768937,618768937.0,617768946.5,998381960,13.9838,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,HX4EmJKFBKjGaTukqf4t8e8r5M8j89JXJpa3tHwvgEbL,1759205851000,4374.7,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998384,0.0,2,2026-03-31T11:00:15.812406+00:00
Cpnm1fZUjm48M54Gaae2kwQfMgHX9NZHozhyVb55rfyD,Popcat (SOL),POPCAT,0.6179,0.6179,605590361,605590361.0,604354434.82,977973225,3.3625,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,meteora,EbYMiGkh36mcQ6sHDdizW96Qd3CsM9GTw8kSbA4fPvhv,1737319082000,10454.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997959,0.0,2,2026-03-31T11:00:15.796906+00:00
AsmDo92sxu6MPPPNjUvm958duiYGpQYp3SpMPknFetkS,Popcat (SOL),POPCAT,0.5620,0.5620,550822857,550822857.0,549698702.84,977973210,9.8151,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.04,-0.04,meteora,4DQr3B6unvGWfY273nGbxV3Mz3JCTD2MVG2G9MK8JLZy,1737629986000,10368.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997959,0.0,2,2026-03-31T11:00:15.796906+00:00
2xs4we8XT2cwRRGuejf8puhWu52sDpGPeAv9aqPNKhcM,Animecoin,ANIME,0.09859,0.09859,546051732,546051732.0,545051883.21,5528463143,4.444,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,BeBazaLTMYaYBFdhE6ojVjrfQBmLjs5eqMND62kZKxt7,1748408892000,7373.9,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.998169,0.0,2,2026-03-31T11:00:15.807406+00:00
GPYnUjdZ5jCKnv8gMcWbxz6sFUXsaL4qMCYs5fi3w4EK,Popcat (SOL),POPCAT,0.5215,0.5215,511096406,511096406.0,510045371.7,977957938,18.3632,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,EYto92RWv2tAGxin6WHboUamHvMMpxhKBdUCCHbPE8bZ,1736618463000,10649.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997944,0.0,2,2026-03-31T11:00:15.796906+00:00
3iLDkQgwyotMWno1E2WiDvMZnirNUeDZirCLoeCNNuGo,RedStone,RED,0.4817,0.4817,481718000,481718000.0,480717967.33,997924007,10.2391,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.02,-0.02,meteora,CtC1JZXoUvDgsbj9P2iaLT2Br3uat4zAznTTRmppQTSE,1756567751000,5107.5,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997924,0.0,2,2026-03-31T11:00:15.818906+00:00
H9Lxc9AxiyntbAHBXzRtYVet7QvXCq8mNGMGdmVvfggD,Safe,SAFE,0.4559,0.4559,455941439,455941439.0,454941526.09,997806890,16.731,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,AvvdtLQuiUQSWQrc47Fji45Qnz86k4iKC6sTTaN82hCK,1755169852000,5495.8,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997807,0.0,2,2026-03-31T11:00:15.795409+00:00
4GvXCuUkgMmgY84DXTRcEMio1mqnrzXzzzU3zsKUxYNP,Defi App,HOME,0.04502,0.04502,450226285,450226285.0,449226312.74,9977789309,11.2885,0,0,3.99,7.99,0,0,0,0,1,1,2,2,0,0,0,-0.02,meteora,8kpv8SgTs6SfUT5wuwnr5v2PfaouFswcBT6piFtKVks,1755517170000,5399.3,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997779,0.0,4,2026-03-31T11:00:15.797407+00:00
FRx4tvo5fFGx1CW81VULGwPuAufZt1cTgw16HANY54RJ,Definitive,EDGE,0.4418,0.4418,441848701,441848701.0,440848757.74,997736893,7.5261,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.02,-0.02,meteora,2FMtVSxY7j5cnyHBP25wB5bZ9zs3qw5izGosTdSdWGjB,1755692726000,5350.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997737,0.0,2,2026-03-31T11:00:15.797407+00:00
8BWVny3kydUutAaiL41GSH6yCTcd5wEoVwZsay4NmoMA,WhiteRock,WHITE,0.0004347,0.0004347,434755794,434755794.0,433755782.06,997699824629,2.871,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,EbGep3FsoWT76ykM41oemoh87hJf8GhNmW3ogLv1RUob,1753293783000,6017.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.9977,0.0,2,2026-03-31T11:00:15.819406+00:00
EvXkXJcf9ZieNL9CVmBV4bj7E6WP9pv13U2jpv3UFkyX,Dog (Bitcoin),DOG,0.004298,0.004298,429821617,429821617.0,428821699.18,99767362622,8.151,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.02,-0.02,meteora,APoD4cVyJ4J6v1ndyEHG9GQgLbBVUb91z5W7pXoUaqwj,1738347843000,10168.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997674,0.0,2,2026-03-31T11:00:15.792909+00:00
CjGeCz7vD6a6BQSCRCAnkCwhVKNiXnSvsyk45rUnKYxL,SuperVerse,SUPER,0.6388,0.6388,395629392,395629392.0,394629345.55,617680640,13.5001,0,3.99,3.99,7.99,0,0,1,1,1,1,2,2,0,0,0,-0.02,meteora,54oKDNPzqXrmsQJd2B8wtxeUGrwt8Nm9w1HJe8nv8BNF,1755693318000,5350.4,0,0,0,0,0,-1,-1,0,0,1.0,1.0,0.997472,0.0,4,2026-03-31T11:00:15.812406+00:00
5U2CzbH49UZvzeE46n4DoRbLBXdbTwbcq1QPYZGfZsZr,Ondo US Dollar Yield,USDY,1.017,1.01727,360227346,360227346.0,359227393.26,353126632,5.5344,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.02,-0.02,meteora,7zy9n1M8t9ao3ejWVh1Hxnt1ho7gajD6Wxb1bPM6XH3P,1738254863000,10194.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997224,0.0,2,2026-03-31T11:00:15.797407+00:00
EFfLDSgQocgYd2hH2szK2Y2HJowpMrb8FJr6iFpWETeh,Definitive,EDGE,0.3533,0.3533,353331389,353331389.0,352321753.19,997142468,19.51,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,EwEmpq8JS5rgQXZfsM238JGzajQzZnNUfNAL4cLTuGFM,1761531801000,3728.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.997143,0.0,2,2026-03-31T11:00:15.797407+00:00
HHTY4UGjhuX4pEaAkXZRTNrNMCAKkoYZYsvGMpqkANKJ,Turbo,TURBO,0.004207,0.004207,290298219,290298219.0,289298130.46,68762291716,2.5566,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,6SCKywis3riNwSbTxgCXPh9pB878GczYDZJ1TkwzDw9j,1745474306000,8189.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.996555,0.0,2,2026-03-31T11:00:15.812906+00:00
2ESXeCDXA7yzLWyqCdpWhFWz2ts43dNiij4PMm6FtByJ,TRUMP MEME (trumpmeme.net),MEME,0.0005056,0.0005056,278114310,278114310.0,277102990.12,548000004883,2.5214,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,meteora,oz4s74SJD4WTkJgxTQxkk7ap4ELMKbaAaAGuoVqdXZP,1737357734000,10443.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.996364,0.0,2,2026-03-31T11:00:15.792406+00:00
4CdbRRUzG3F44dGk4mNgTGhoh1ko1oHzrdjugKD4aGWN,Degen,DEGEN,0.007196,0.007196,266013058,266013058.0,265013107.14,36826979741,1.5123,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,APct8Zt131Vyodcmt6XSCXRgHv1zEB5RerpQYrAqFyJA,1738347735000,10168.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.996241,0.0,2,2026-03-31T11:00:15.822908+00:00
56Lc5By6bBmewoLZLy2QWs9L9nd8aQHFZrYCSaX5KDCm,Bonk,BONK,0.00002781,0.00002781,250356014,250356014.0,249356112.42,8964054686098,1.394,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,8yrz49cncgqoCCKfi4fmH9h6sFy3ikjrm2DiDMaJf5xw,1754797039000,5599.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.996006,0.0,2,2026-03-31T11:00:15.795907+00:00
2rH637FRNkFkvFXhTbAWYZ1aumYsiBVJ1HgozCFWLjba,Pixels,PIXEL,0.04618,0.04618,230903663,230903663.0,229903606.2,4978344449,12.8039,0,3.99,3.99,7.99,0,0,1,1,1,1,2,2,0,0,0,-0.02,meteora,G73evCUYFu7EeJi7GMzmzDrPXSS4ANrtiQ46kPm4cHL8,1745302341000,8236.8,0,0,0,0,0,-1,-1,0,0,1.0,1.0,0.995669,0.0,4,2026-03-31T11:00:15.806406+00:00
B1zBHayiUarHVziiVmtA6oVDPXxHvVdLG8iQLZHtM28R,SushiSwap,SUSHI,0.7679,0.7679,206290159,206290159.0,205290179.59,267325629,4.2586,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,Cd7VyaEFALYANqa9yBvVHy6ft2tQF1brsuFpatE4y3g3,1746769309000,7829.3,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.995153,0.0,2,2026-03-31T11:00:15.814905+00:00
9AXr9RLcaicvTUj87oTQgyVooNiKUX9J8YC6r3AkDH9z,BOOK OF MEME,BOME,0.002887,0.002887,199073856,199073856.0,198074092.25,68606922740,13.9229,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,6sQSCnNqEimFzqhDNGT9o3RNzzJrLmH5JSecT6sdeTRw,1747214594000,7705.6,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.994978,0.0,2,2026-03-31T11:00:15.796906+00:00
6McTgGvn8SQr7SmjqPcwNbc1f3FRWCjq9tfZjvvBRceL,Bonk,BONK,0.00002039,0.00002039,183547672,183547672.0,182527967.17,8949999864007,7.3231,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.04,-0.04,orca,8SJ2QychDEviELHxaSYGA2xdi6gqyo9enPCDKo5aciPP,1759801452000,4209.3,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.994444,0.0,2,2026-03-31T11:00:15.795907+00:00
ei4iaEcXx51X2hwVrMR1dkuetiaZNYGqEp7CCbDag3K,American Coin,USA,0.00001466,0.00001466,174179514,174179514.0,172713370.93,11780079435003,37.02757,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,meteora,3mmZropfkWw4C7f3YxLXVwqvqPBPaEcSm9aHGkzUW3yj,1737303298000,10458.8,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.991583,0.0,2,2026-03-31T11:00:15.808409+00:00
FqPH3LZQuB3Tv4uuzTZAvVeUGNkPPHHN3TqeNQfxfUUN,Block,BLOCK,0.1412,0.1412,141299468,141299468.0,140299411.15,992922342,12.73,0,3.99,3.99,7.99,0,0,1,1,1,1,2,2,0,0,0,-0.02,meteora,BXCvTxzEq3xT1QAvE6GVofHVcGZz7aXnUerAHsTbuqik,1755694021000,5350.2,0,0,0,0,0,-1,-1,0,0,1.0,1.0,0.992922,0.0,4,2026-03-31T11:00:15.803406+00:00
HGviK8srt1Ac42xRSRdd61hABFMQ7LhbJg27A2rA3S3s,MAGA (magamemecoin.com),TRUMP,3.16,3.1668,139333781,139333781.0,138383726.35,43697351,21.4316,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,4oaoG7WgwsjVR3iDUJQn3CwB6kXWjg28NizQ2qmVGxJS,1737211196000,10484.3,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.993181,0.0,2,2026-03-31T11:00:15.793406+00:00
2HAQk9TNSzKtMyecZNRmEXYNiNp4s6eWp8QdnnY6c6kC,Babylon,BABY,0.05203,0.05203,133535940,133535940.0,132536020.78,2546967846,21.05889,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.02,meteora,6K5YKcicp6nngPxZJRgASScMjqGfMDQw7z1jLFfhhSB1,1755590438000,5379.0,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.992512,0.0,2,2026-03-31T11:00:15.795409+00:00
Ga1KoM3M3rmBm4jeNdMSRAY8hGFEHFnXzwDHbNzEfm9S,TokenFi,TOKEN,0.01257,0.01257,125783087,125783087.0,124773190.45,9919710388,11.3485,0,0,3.99,7.99,0,0,0,0,1,1,2,2,0,0,0,-0.04,orca,3b5AnwGov5ikTbmfHD54wyT5udLKXjj7fb5anUicc1hM,1759343772000,4336.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.991971,0.0,4,2026-03-31T11:00:15.802409+00:00
5sNU6g1qVji5dEBnb6SWSX2Gu2rtDvvk7khKyujj6cuU,MAGA (magamemecoin.com),TRUMP,2.79,2.7998,123183921,123183921.0,122064005.81,43597358,3.2308,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,0,raydium,EXuuNT42v3S7p7T8W7knEgRtCcDvcUtxdUXnknpnHA3p,1736498136000,10682.4,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.990909,0.0,2,2026-03-31T11:00:15.793406+00:00
kNfK22gZbD494dHw2tnSuYKMu3Q5JD1jPB6gy8hvdUm,Wilder World,WILD,0.2282,0.2282,114100757,114100757.0,113091078.48,495575412,19.5138,0,0,0,3.99,0,0,0,0,0,0,1,1,0,0,0,-0.04,orca,FTiUfR51ddzBU8rne4qS4XAiEow4ZYUxLvk9K7LVaSE3,1760615196000,3983.2,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.991151,0.0,2,2026-03-31T11:00:15.811906+00:00
Ej47F4UxHb78mWaHRtLGuFGRvAmR4sXjEHeZvZbWNn53,Pepe,PEPE,0.00001247,0.00001247,112231555,112231555.0,111231543.57,8919807340877,5.2024,0,0,3.99,3.99,0,0,0,0,1,1,1,1,0,0,-0.02,-0.02,meteora,E9H1rNgCSXHsZxWBBUrq4piBaYSZAymm8c4SVWrwWWPw,1754795932000,5599.7,0,0,0,0,0,-1,-1,0,0,0.0,1.0,0.99109,0.0,2,2026-03-31T11:00:15.792909+00:00
